x,y,z,srp_score
0.66,0.08,0.0,0.005236171751029858
0.68,0.08,0.0,0.007457433563315115
0.7000000000000001,0.08,0.0,0.0027573343322602325
0.7200000000000001,0.08,0.0,0.0037315905856531596
0.74,0.08,0.0,0.0016641002933076902
0.76,0.08,0.0,0.001176857986249901
0.78,0.08,0.0,-0.0004701463159982055
0.8,0.08,0.0,-0.003279655764741196
0.8200000000000001,0.08,0.0,-0.001334743818305713
0.8400000000000001,0.08,0.0,0.0008838464326198258
0.86,0.08,0.0,0.0022824760044062127
0.88,0.08,0.0,0.0034206008110909997
0.9,0.08,0.0,0.0012718703638066795
0.92,0.08,0.0,0.00030691668307991003
0.9400000000000001,0.08,0.0,-0.003910834986851512
0.9600000000000001,0.08,0.0,-0.0025303375670566123
0.98,0.08,0.0,-0.0005379930566073157
1.0,0.08,0.0,0.00046270953352763684
1.02,0.08,0.0,0.0021767811069140987
1.04,0.08,0.0,0.0016756921701477747
1.06,0.08,0.0,0.0014162188535293105
1.08,0.08,0.0,-0.0013247168941104127
1.1,0.08,0.0,-0.0045208240155354025
1.12,0.08,0.0,-0.006459409974652406
1.1400000000000001,0.08,0.0,-0.00670368259851251
1.1600000000000001,0.08,0.0,-0.005266142782695796
1.18,0.08,0.0,-0.0010034040784177823
0.02,0.1,0.0,0.034544702303371554
0.04,0.1,0.0,0.014309436645957197
0.06,0.1,0.0,-0.0043775277703591384
0.08,0.1,0.0,0.0064527964232154855
0.1,0.1,0.0,-0.0032222014160783645
0.12000000000000001,0.1,0.0,0.003082828300682913
0.13999999999999999,0.1,0.0,-0.0057332646290913945
0.16,0.1,0.0,0.0009578381886499803
0.18,0.1,0.0,-0.013722782147104316
0.19999999999999998,0.1,0.0,0.027198633679292504
0.22,0.1,0.0,0.0028921913395067345
0.24,0.1,0.0,-0.0015513833881776408
0.26,0.1,0.0,-0.005657446700016512
0.28,0.1,0.0,0.03199829970786337
0.30000000000000004,0.1,0.0,0.02421252808784291
0.32,0.1,0.0,0.02804429469756126
0.34,0.1,0.0,0.027371974260899892
0.36000000000000004,0.1,0.0,-0.006571936315532604
0.38,0.1,0.0,0.0014335789290904767
0.4,0.1,0.0,-0.01064545745893115
