scene_id,experiment_id,variable,value,source_count,mic_layout,num_mics,num_pairs,rt60,snr,grid_spacing_m,source_plane_z,search_plane_z,source1_start_sec,source2_start_sec,event_gap_sec,source_distance_cm,true1_x,true1_y,true2_x,true2_y,pred1_x,pred1_y,pred1_score,pred2_x,pred2_y,pred2_score,match1_error_cm,match2_error_cm,mean_error_cm,max_error_cm,num_true_sources,num_pred_peaks,num_hit,both_hit,miss_count,false_alarm_count,num_active_frames,frame_starts_sec,seed,noise_seed,hit_radius_m,min_pred_pair_distance_m,density_sigma_m,cluster_sigma_m,density_weight,cluster_prior_weight,hybrid_score_gamma,peak_threshold_rel,nms_radius_m,max_peak_candidates,frame_sec,hop_sec,max_active_frames,energy_threshold_rel,frames_per_event,min_event_gap_sec,cluster_trim_radius_m
day4_scene_0045,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.21174379055461606,0.7225350855767544,0.5107912950221383,36.09734752074813,0.6315373603950715,0.6079117428798272,0.8397491512629334,0.31303939770828715,0.6200000000000001,0.6200000000000001,1.0,0.8600000000000001,0.32000000000000006,0.7765877984972036,1.6710375372479591,2.141370726508972,1.9062041318784655,2.141370726508972,2,2,2,True,0,0,4,0.070;0.105;0.595;0.630,20260672,21060672,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0046,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.3390001061531817,0.7721630755717264,0.43316296941854465,60.177029831063855,0.2522237838938524,0.36379505232733,0.7865325727258321,0.08695284075948076,0.32000000000000006,0.38000000000000006,1.0,0.7400000000000001,0.1,0.5846210314487921,6.968655393073475,4.8327100975873885,5.900682745330432,6.968655393073475,2,2,2,True,0,0,4,0.210;0.245;0.665;0.700,20260673,21060673,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0047,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.2188091702346038,0.5725455533582294,0.35373638312362565,49.91428791883844,0.5105932027637737,0.5546836656908711,0.8120996097376273,0.15689289103893542,0.52,0.54,1.0,0.7800000000000001,0.08,0.5467589419217653,1.7438402230844985,8.33240759782763,5.038123910456065,8.33240759782763,2,2,2,True,0,0,4,0.105;0.140;0.420;0.455,20260674,21060674,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0048,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.3264231583914506,0.7534895078735075,0.42706634948205696,45.94418357570434,0.5821070221405685,0.5166871673209692,1.0161366603352047,0.3660051391542521,0.6000000000000001,0.54,1.0,1.0000000000000002,0.38000000000000006,0.9035760866628173,2.938786865695769,2.1359961068916067,2.537391486293688,2.938786865695769,2,2,2,True,0,0,4,0.210;0.245;0.630;0.665,20260675,21060675,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0049,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.0938157122402956,0.6127201907456914,0.5189044785053958,53.93849017006569,0.2156478539167635,0.25482796819198145,0.6666603297555233,0.5506722157622518,0.2,0.24000000000000005,1.0,0.66,0.56,0.7833423772203988,2.1557457477698585,1.1461568445823334,1.650951296176096,2.1557457477698585,2,2,2,True,0,0,4,0.070;0.105;0.490;0.525,20260676,21060676,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0050,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.1326520663266363,0.6764269578397405,0.5437748915131042,56.73020419513707,0.8323871179175847,0.16277876284769505,0.3126280853143394,0.3901158579939412,0.3400000000000001,0.38000000000000006,1.0,0.7800000000000001,0.08,0.8093548293513446,9.796292003766448,2.9181368996547623,6.357214451710605,9.796292003766448,2,2,2,True,0,0,4,0.035;0.070;0.560;0.595,20260677,21060677,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0051,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.4276130721044773,0.8219809498058058,0.39436787770132853,53.70331632631539,0.43853772529195706,0.6501487418703411,0.1094683230519608,0.22574569410343254,0.4200000000000001,0.66,1.0,0.1,0.22000000000000003,0.5080124693044961,2.0992726019677193,1.107529422392522,1.6034010121801208,2.0992726019677193,2,2,2,True,0,0,4,0.280;0.315;0.700;0.735,20260678,21060678,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0052,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.40268876954205324,0.7469268898869785,0.3442381203449253,44.54748705110814,1.1063839967127924,0.5679882585702836,0.6614112467921665,0.589133283633897,1.1200000000000003,0.54,1.0,0.64,0.66,0.7571969855371365,3.1124558845296204,7.403062189194917,5.257759036862269,7.403062189194917,2,2,2,True,0,0,4,0.280;0.315;0.595;0.630,20260679,21060679,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0053,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.07116048362036143,0.6638082695648821,0.5926477859445207,50.21588848155254,0.5669507684638705,0.18695784366297055,1.0672026304536288,0.14323576485887163,0.5800000000000001,0.18000000000000002,1.0,1.0800000000000003,0.16000000000000003,0.540997224119475,1.4788307277097603,2.1090572471448943,1.7939439874273273,2.1090572471448943,2,2,2,True,0,0,4,0.070;0.105;0.525;0.560,20260680,21060680,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0054,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.22147668608816154,0.7248655497137206,0.5033888636255591,41.83231307873094,0.8086885121319465,0.49320715467545057,0.3939501846555148,0.43855954289095916,0.8200000000000001,0.4200000000000001,1.0,0.4000000000000001,0.4400000000000001,0.8070951336180662,7.407588847570073,0.6218937400019094,4.014741293785991,7.407588847570073,2,2,2,True,0,0,4,0.105;0.140;0.595;0.630,20260681,21060681,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0055,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.3382102366607703,0.8611580008574837,0.5229477641967134,49.94873778737023,0.38136099743304924,0.13249681769566243,0.7904459271965806,0.419092632207168,0.8000000000000002,0.4200000000000001,1.0,0.4000000000000001,0.08,0.8497316158628668,5.570752449052476,0.9597063271882214,3.2652293881203485,5.570752449052476,2,2,2,True,0,0,4,0.210;0.245;0.735;0.770,20260682,21060682,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0056,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.456341054447392,0.7422835786472458,0.28594252419985383,47.8860488436173,1.0925838744974654,0.4004212043260477,0.6604371616870767,0.6067136811459879,1.1200000000000003,0.4000000000000001,1.0,0.6200000000000001,0.56,0.776394864554361,2.7419360872475247,6.178456159523827,4.460196123385676,6.178456159523827,2,2,2,True,0,0,4,0.315;0.350;0.595;0.630,20260683,21060683,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0057,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.25536087321081175,0.7422196377105391,0.48685876449972737,75.10832584026143,0.36679546654619716,0.45646335887649103,1.105991359649794,0.3233637996305484,1.0800000000000003,0.32000000000000006,1.0,0.4200000000000001,0.38000000000000006,0.21327396087600967,9.315238929148242,2.620812706775126,5.968025817961684,9.315238929148242,2,2,2,True,0,0,4,0.140;0.175;0.630;0.665,20260684,21060684,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0058,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.18103018483485017,0.48102528775465425,0.2999951029198041,82.24935013345832,1.0648488974974433,0.41211576899031027,0.2524171842084718,0.2838571592209519,1.0800000000000003,0.4000000000000001,1.0,0.32000000000000006,0.3400000000000001,0.10047249346975204,1.9399684669332946,8.786043228355524,5.363005847644409,8.786043228355524,2,2,2,True,0,0,4,0.070;0.105;0.315;0.350,20260685,21060685,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0059,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.0453020235906311,0.5326697209278606,0.48736769733722946,52.77420654050843,1.0049718304028032,0.09957729484479928,0.91263207511111,0.6191781581915555,0.9800000000000001,0.08,1.0,0.8800000000000001,0.6200000000000001,0.6379588130216604,3.173110125896308,3.2642422551263324,3.21867619051132,3.2642422551263324,2,2,2,True,0,0,4,0.035;0.070;0.420;0.455,20260686,21060686,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0060,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.10058916726168407,0.40122828055310933,0.30063911329142523,66.43926445756014,1.0406181127598473,0.33910842435488964,0.4088493097934079,0.1334733938651562,1.0800000000000003,0.3400000000000001,1.0,0.4200000000000001,0.12000000000000001,0.5323765986038393,3.939197824084341,1.748914618639285,2.844056221361813,3.939197824084341,2,2,2,True,0,0,4,0.070;0.105;0.245;0.280,20260687,21060687,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0061,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.08885905194609596,0.8048679102587237,0.7160088583126277,99.13574581268655,0.18492985463149786,0.6348756684947426,1.012599211275523,0.08920814531215,0.16000000000000003,0.66,1.0,1.0000000000000002,0.08,0.6715244664328585,3.5393921590206463,1.560544984468352,2.549968571744499,3.5393921590206463,2,2,2,True,0,0,4,0.070;0.105;0.700;0.735,20260688,21060688,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0062,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.3688193285887204,0.6628449095533073,0.2940255809645869,75.67663507596217,0.3166799135584413,0.12137547575042262,1.0463296037816474,0.3221406101717514,1.0800000000000003,0.3400000000000001,1.0,0.30000000000000004,0.16000000000000003,0.5987534587429517,4.207224013317171,3.8113690277093673,4.009296520513269,4.207224013317171,2,2,2,True,0,0,4,0.245;0.280;0.525;0.560,20260689,21060689,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0063,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.3123725741802021,0.7974531689046144,0.4850805947244123,83.18595555870694,0.2077926001566029,0.5278473098515781,0.9789858442912257,0.21599590225072635,1.0000000000000002,0.2,1.0,0.2,0.52,0.7647511010538373,1.1059154086428225,2.6409536704899095,1.8734345395663659,2.6409536704899095,2,2,2,True,0,0,4,0.175;0.210;0.665;0.700,20260690,21060690,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0064,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.09047176109466817,0.5557691723012134,0.4652974112065452,43.19947347109499,0.5629307735989678,0.6450307524517499,0.17592305675921005,0.45308159792258335,0.56,0.66,1.0,0.16000000000000003,0.38000000000000006,0.33505627051950243,1.5253452266591947,7.479614757108252,4.502479991883724,7.479614757108252,2,2,2,True,0,0,4,0.070;0.105;0.420;0.455,20260691,21060691,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0065,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.0544124460200553,0.42391422046526733,0.36950177444521204,68.24146293039391,0.09286565674111597,0.15501141887176034,0.6180299283277003,0.5907776568216101,0.08,0.18000000000000002,1.0,0.6000000000000001,0.6000000000000001,0.8953776419237763,2.8106125847986214,2.025166485013031,2.417889534905826,2.8106125847986214,2,2,2,True,0,0,4,0.035;0.070;0.315;0.350,20260692,21060692,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0066,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.17226765087057644,0.8771019644618261,0.7048343135912496,31.750577994193357,0.4542600166179786,0.32844001341482826,0.7155854753979947,0.14810996907958812,0.4400000000000001,0.32000000000000006,1.0,0.64,0.22000000000000003,0.7317411740442805,1.6570512979008905,10.431366466996849,6.04420888244887,10.431366466996849,2,2,1,False,1,1,4,0.035;0.070;0.770;0.805,20260693,21060693,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
day4_scene_0067,E4_day4_baseline,source_distance,>=30cm,2,mic_8,8,28,0.3,20.0,0.02,0.35,0.35,0.26039670102431184,0.5662756444786938,0.305878943454382,67.09127221114191,0.9299897231791827,0.19285108115215133,0.32014768108144515,0.47252332571892214,0.8800000000000001,0.24000000000000005,1.0,0.32000000000000006,0.4400000000000001,0.678111418721444,6.871675903338523,3.252366101042304,5.062021002190414,6.871675903338523,2,2,2,True,0,0,4,0.140;0.175;0.420;0.455,20260694,21060694,0.1,0.18,0.045,0.04,0.15,0.85,1.2,0.03,0.08,30,0.24,0.035,8,0.06,2,0.28,0.12
