scene_id,source_id,experiment_id,variable,value,source_count,mic_layout,num_mics,rt60,snr,true_x,true_y,true_z,pred_x,pred_y,pred_z,error_cm,score,matched,seed
scene_0037,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.45512684354363786,0.42081693447440405,0.35,0.5800000000000001,0.32000000000000006,0.35,16.04909950127775,0.6769206088459521,False,20260663
scene_0038,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.213758747427372,0.40330812285423906,0.35,0.2,0.38000000000000006,0.35,2.7066062176802035,0.7570074953975342,True,20260664
scene_0039,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.2979686873412104,0.39375142041506084,0.35,0.5800000000000001,0.38000000000000006,0.35,28.23663628753817,0.6942474038107176,False,20260665
scene_0040,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.10314530018681942,0.6273975564990586,0.35,0.08,0.66,0.35,3.998279933884147,0.6534809832313097,True,20260666
scene_0041,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.15256960220897903,0.3382610832840304,0.35,0.54,0.36000000000000004,0.35,38.80398093398313,0.6909643578896183,False,20260667
scene_0042,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.017150404822299,0.5890297112312395,0.35,0.6000000000000001,0.4000000000000001,0.35,45.79811043826739,0.5811344317851639,False,20260668
scene_0043,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.9951139715426243,0.21177701145416095,0.35,1.0800000000000003,0.14,0.35,11.116464006399339,0.5885906679248892,False,20260669
scene_0044,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6785369006482386,0.3315381533168737,0.35,0.6200000000000001,0.38000000000000006,0.35,7.599420584123888,0.5610679829457246,True,20260670
scene_0045,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.31927527494403074,0.6681431688698649,0.35,0.32000000000000006,0.66,0.35,0.8175354772111497,0.6201269958576499,True,20260671
scene_0046,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.4138052125113325,0.11519533297297213,0.35,0.4200000000000001,0.08,0.35,3.573635201175592,0.5813806245288882,True,20260672
scene_0047,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.20919442250343712,0.538257649151311,0.35,0.2,0.4200000000000001,0.35,11.861453953022059,0.5384747955227923,False,20260673
scene_0048,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.4304552938646173,0.18007152400070336,0.35,0.4000000000000001,0.32000000000000006,0.35,14.320441096511638,0.5935485288977268,False,20260674
scene_0049,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.2584009484260853,0.3312095523831847,0.35,0.30000000000000004,0.3400000000000001,0.35,4.251767939520211,0.6242431472344291,True,20260675
scene_0050,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.32652002826916526,0.47473707920007885,0.35,0.56,0.2,0.35,36.05459192486053,0.6329740624487336,False,20260676
scene_0051,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.9080062099714555,0.40148355467278196,0.35,0.8600000000000001,0.4000000000000001,0.35,4.80291279359786,0.6988939670530154,True,20260677
scene_0052,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.8282174148362811,0.08742164362794756,0.35,0.8200000000000001,0.08,0.35,1.1072791009126206,0.6652982148543406,True,20260678
scene_0053,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6696996240145393,0.33132768927679335,0.35,0.6200000000000001,0.3400000000000001,0.35,5.045058572966629,0.7019511215131254,True,20260679
scene_0054,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.11021623263815401,0.3118214166401445,0.35,0.08,0.36000000000000004,0.35,5.686999744509922,0.6365666189177153,True,20260680
scene_0055,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.994762534527545,0.5672558981489705,0.35,0.9800000000000001,0.52,0.35,4.9508103736083715,0.6220302957771691,True,20260681
scene_0056,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.816201665026683,0.5867439099410949,0.35,1.1200000000000003,0.4200000000000001,0.35,34.655008272254655,0.5703852550664984,False,20260682
scene_0057,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.3659658544183925,0.6453093319080601,0.35,0.4000000000000001,0.66,0.35,3.7069378123426895,0.6247919079789566,True,20260683
scene_0058,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.15921999320464417,0.25353679869070556,0.35,0.8400000000000001,0.3400000000000001,0.35,68.6248717909867,0.5600919708770941,False,20260684
scene_0059,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.5334721216308156,0.4214407565288687,0.35,0.5800000000000001,0.4000000000000001,0.35,5.123035727054661,0.7129895682204918,True,20260685
scene_0060,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.7703121542452164,0.4699099661338723,0.35,0.7800000000000001,0.38000000000000006,0.35,9.043039514213424,0.6781925468212651,True,20260686
scene_0061,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.7117273976243993,0.22178073581573643,0.35,0.6200000000000001,0.38000000000000006,0.35,18.288589621388095,0.6347383416466476,False,20260687
scene_0062,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.49162020954431895,0.4169344247239129,0.35,0.5800000000000001,0.36000000000000004,0.35,10.513094729732536,0.7405188034716644,False,20260688
scene_0063,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6767045605719935,0.3815852738476891,0.35,0.6200000000000001,0.38000000000000006,0.35,5.6726715776916175,0.6194267524893298,True,20260689
scene_0064,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.8956429074330077,0.24236075065782836,0.35,0.8600000000000001,0.3400000000000001,0.35,10.394152135879448,0.5888984389495495,False,20260690
scene_0065,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.09543111146115485,0.12395250437408734,0.35,0.08,0.08,0.35,4.658263455066438,0.5540866025364347,True,20260691
scene_0066,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.29995610652669735,0.5019720349974658,0.35,0.30000000000000004,0.4000000000000001,0.35,10.19720444443543,0.6647979161508332,False,20260692
scene_0067,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.4963736848302572,0.1860402101406383,0.35,0.4600000000000001,0.32000000000000006,0.35,13.881019504090917,0.6463183405243154,False,20260693
scene_0068,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.0198152943289522,0.4746751353986092,0.35,1.0000000000000002,0.38000000000000006,0.35,9.672655866972615,0.6250934970122741,True,20260694
scene_0069,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6983806504653327,0.6074763415625563,0.35,0.6200000000000001,0.08,0.35,53.3268053867459,0.6260932791625433,False,20260695
scene_0070,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.0385908593598296,0.6673083359217676,0.35,1.1000000000000003,0.66,0.35,6.184249613420904,0.5509361220685551,True,20260696
scene_0071,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.8616413978164373,0.14331092565171408,0.35,0.8800000000000001,0.08,0.35,6.591897739658272,0.6291030517942384,True,20260697
scene_0072,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.4286484224972069,0.5546717114732097,0.35,0.4800000000000001,0.5800000000000001,0.35,5.72582457967559,0.7063372250080708,True,20260698
scene_0073,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.0997803196299096,0.6430175115956258,0.35,1.1200000000000003,0.66,0.35,2.6405309819680887,0.601463262789377,True,20260699
scene_0074,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.0355284689865534,0.11410422938890838,0.35,1.1200000000000003,0.30000000000000004,0.35,20.418784753958143,0.611057046778903,False,20260700
scene_0075,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.9272671378460657,0.2681617414953122,0.35,0.6000000000000001,0.3400000000000001,0.35,33.50589722704677,0.6714129871881079,False,20260701
scene_0076,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.17952941098013184,0.33526845255214843,0.35,0.2,0.4000000000000001,0.35,6.789122365824478,0.6469329391079521,True,20260702
scene_0077,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.15451683624701976,0.25986839460449285,0.35,0.52,0.3400000000000001,0.35,37.41644253134564,0.5846752054365858,False,20260703
scene_0078,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.43273947069747487,0.4437836688725199,0.35,0.4200000000000001,0.38000000000000006,0.35,6.5043451080728145,0.7443198259338603,True,20260704
scene_0079,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.7187791900182984,0.4679022198636434,0.35,0.7400000000000001,0.38000000000000006,0.35,9.042744623860493,0.6561217134309343,True,20260705
scene_0080,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6142367489827001,0.24127070957478253,0.35,0.6000000000000001,0.3400000000000001,0.35,9.975047774052696,0.8316482705240075,True,20260706
scene_0081,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.947274907987723,0.3710787271578805,0.35,0.8200000000000001,0.38000000000000006,0.35,12.758719102012893,0.6971527903606911,False,20260707
scene_0082,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.7642649515826427,0.3064189465987612,0.35,0.7600000000000001,0.38000000000000006,0.35,7.3704553669622435,0.7634427097316165,True,20260708
scene_0083,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.5125569539313485,0.6562160396339682,0.35,0.4200000000000001,0.66,0.35,9.263427053257043,0.5274162624118088,True,20260709
scene_0084,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.9359675316131085,0.6385842072892546,0.35,0.9200000000000002,0.66,0.35,2.671325968962293,0.6384019008259771,True,20260710
scene_0085,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6350132956645371,0.48346975387782437,0.35,0.6200000000000001,0.4000000000000001,0.35,8.48091908883428,0.6934755273155617,True,20260711
scene_0086,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.1791544614784213,0.12590708508960607,0.35,0.12000000000000001,0.2,0.35,9.48103915861595,0.5851794477023795,True,20260712
scene_0087,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.6275215233728432,0.5280696483160418,0.35,0.6000000000000001,0.4200000000000001,0.35,11.151898105665632,0.8095324540121208,False,20260713
scene_0088,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.0266820758249393,0.12197802465627097,0.35,1.0600000000000003,0.2,0.35,8.483815596695024,0.571562704446971,True,20260714
scene_0089,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.3480082758521427,0.18203757759843556,0.35,0.38000000000000006,0.30000000000000004,0.35,12.222358001955973,0.6322951348531587,False,20260715
scene_0090,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.71015734282329,0.1639975082485211,0.35,0.64,0.30000000000000004,0.35,15.303179576361162,0.5930944417932691,False,20260716
scene_0091,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.12890010764055745,0.35241688151336503,0.35,0.22000000000000003,0.36000000000000004,0.35,9.141495541695773,0.6998434735367863,True,20260717
scene_0092,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.686825767581549,0.10105213251496513,0.35,0.5800000000000001,0.32000000000000006,0.35,24.361837635045415,0.5239252679502253,False,20260718
scene_0093,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.16066741542093954,0.28140019271654115,0.35,0.08,0.36000000000000004,0.35,11.262842277014853,0.5789799729987464,False,20260719
scene_0094,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.13715372497431205,0.6391444952638591,0.35,0.08,0.64,0.35,5.716012742106915,0.5506738622236651,True,20260720
scene_0095,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.4968342905892833,0.6071123588628028,0.35,0.4600000000000001,0.64,0.35,4.93797722026421,0.6128397954028753,True,20260721
scene_0096,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.5498188072520949,0.16600127387794372,0.35,0.5800000000000001,0.2,0.35,4.54622675810259,0.6616997495528893,True,20260722
scene_0097,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,1.098338121237861,0.10719655929560822,0.35,1.1200000000000003,0.08,0.35,3.47690930141291,0.5327974165117078,True,20260723
scene_0098,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.8576847876220116,0.29019106792954474,0.35,0.8200000000000001,0.36000000000000004,0.35,7.933114278096312,0.6946492464358148,True,20260724
scene_0099,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.9552826675775233,0.45328069377944097,0.35,0.9800000000000001,0.38000000000000006,0.35,7.733696789297735,0.6438674358348452,True,20260725
scene_0100,source_001,E1,mic_count,4,1,mic_4,4,0.3,20.0,0.8799403853476536,0.4997327744387025,0.35,0.8200000000000001,0.4000000000000001,0.35,11.635925443584751,0.6268466312068978,False,20260726
scene_0001,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.91315373790865,0.24987425323090112,0.35,0.8600000000000001,0.3400000000000001,0.35,10.463254792056434,0.6051005782341163,False,20260627
scene_0002,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.28490299279029135,0.15044814792901381,0.35,0.24000000000000005,0.18000000000000002,0.35,5.375491347170419,0.5439794839781362,True,20260628
scene_0003,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.9606201638731728,0.5449016856152197,0.35,0.8600000000000001,0.52,0.35,10.365573464282319,0.5456415317186409,False,20260629
scene_0004,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.4116381790591716,0.5823789933975991,0.35,0.4200000000000001,0.66,0.35,7.807010128990766,0.5952665468861406,True,20260630
scene_0005,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.0196204002269478,0.6159782749667391,0.35,1.0600000000000003,0.6200000000000001,0.35,4.057938331314388,0.6130051481687854,True,20260631
scene_0006,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.094307653923706,0.5733269789091149,0.35,1.1200000000000003,0.56,0.35,2.894313413830763,0.6659531824143265,True,20260632
scene_0007,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.8509747096579159,0.4141621795610436,0.35,0.8400000000000001,0.4000000000000001,0.35,1.7916796086208882,0.547278053354071,True,20260633
scene_0008,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.2305753021619123,0.4509116197272055,0.35,0.3400000000000001,0.38000000000000006,0.35,13.039256999266716,0.5785559323560974,False,20260634
scene_0009,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.5220358238642889,0.4679121573325631,0.35,0.5800000000000001,0.4000000000000001,0.35,8.92855353831433,0.5594398015659008,True,20260635
scene_0010,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.0224518580646798,0.6523153775791968,0.35,0.9800000000000001,0.66,0.35,4.314178571749226,0.5751574064547769,True,20260636
scene_0011,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.09847315520396024,0.283491514796888,0.35,0.12000000000000001,0.38000000000000006,0.35,9.888019398783603,0.5106820704766949,True,20260637
scene_0012,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.4495819301539913,0.4288512450144497,0.35,0.4200000000000001,0.4200000000000001,0.35,3.0877744897278885,0.6260920639508679,True,20260638
scene_0013,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.45163029930715287,0.113007526181993,0.35,0.4400000000000001,0.08,0.35,3.499658049908464,0.5985261064675393,True,20260639
scene_0014,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.3065697040072544,0.6164446478443705,0.35,0.3400000000000001,0.64,0.35,4.089546802933435,0.598081070284418,True,20260640
scene_0015,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.4937844353414752,0.408594970371285,0.35,0.56,0.4000000000000001,0.35,6.677106048828751,0.6314871593312279,True,20260641
scene_0016,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.4649953139608252,0.6341734895235459,0.35,0.56,0.6200000000000001,0.35,9.605611992307542,0.5343145290639882,True,20260642
scene_0017,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.1859284375253824,0.3862911620522877,0.35,0.08,0.38000000000000006,0.35,10.61150912761092,0.6300458456745868,False,20260643
scene_0018,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.2471042802545702,0.24185952611598088,0.35,0.3400000000000001,0.3400000000000001,0.35,13.51338867982465,0.5662463054360506,False,20260644
scene_0019,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.9879899635925242,0.2714508838831799,0.35,0.8600000000000001,0.3400000000000001,0.35,14.519095047837158,0.5378536097511504,False,20260645
scene_0020,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.0865441576090178,0.5403427921843991,0.35,1.1000000000000003,0.56,0.35,2.382153465998122,0.5597716644047516,True,20260646
scene_0021,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.842195429424598,0.2079908062852881,0.35,0.8000000000000002,0.18000000000000002,0.35,5.063535820774591,0.6224821416054341,True,20260647
scene_0022,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.16059600051802178,0.15919361807085852,0.35,0.08,0.1,0.35,9.999799857906973,0.583545041946943,True,20260648
scene_0023,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.9381766747458229,0.5210068394667083,0.35,0.8600000000000001,0.4800000000000001,0.35,8.827883867248453,0.48548769874312225,True,20260649
scene_0024,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.1571743935650829,0.4580429760398142,0.35,0.52,0.38000000000000006,0.35,37.11241393307856,0.554136313866661,False,20260650
scene_0025,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.35878053338996857,0.33664244743901645,0.35,0.36000000000000004,0.3400000000000001,0.35,0.35721503345673195,0.6496692252053294,True,20260651
scene_0026,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.8382648435522316,0.39711726553020493,0.35,0.8400000000000001,0.4000000000000001,0.35,0.33646583662502083,0.6422060327009057,True,20260652
scene_0027,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.17413013419597273,0.5413371046117295,0.35,0.12000000000000001,0.54,0.35,5.414664603478893,0.5362600510347394,True,20260653
scene_0028,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.7140792959859823,0.48394441623276513,0.35,0.7400000000000001,0.4200000000000001,0.35,6.8998342472348,0.5903826689740553,True,20260654
scene_0029,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.8359175482022422,0.49158505909396566,0.35,0.8400000000000001,0.4000000000000001,0.35,9.167600265023658,0.5923523196892866,True,20260655
scene_0030,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.2816634964931603,0.08602194687590838,0.35,0.30000000000000004,0.08,0.35,1.9300031218436118,0.5724750923661442,True,20260656
scene_0031,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.0808523467099977,0.3304179764471413,0.35,1.1200000000000003,0.32000000000000006,0.35,4.051015911308471,0.6040420273426954,True,20260657
scene_0032,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.9571532491424077,0.3560065583671004,0.35,0.8600000000000001,0.36000000000000004,0.35,9.723528883590623,0.5966282910343076,True,20260658
scene_0033,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.104402647505421,0.6554898977639605,0.35,1.1000000000000003,0.66,0.35,0.6302723795036186,0.6154052115397343,True,20260659
scene_0034,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,1.0774154973452033,0.631195539492706,0.35,1.1200000000000003,0.64,0.35,4.348515138735197,0.5760995446815107,True,20260660
scene_0035,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.660505642347543,0.184629172196087,0.35,0.6200000000000001,0.14,0.35,6.0269976546329,0.5808442194247556,True,20260661
scene_0036,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.9135425399173397,0.11727817583086708,0.35,0.9400000000000002,0.4800000000000001,0.35,36.36854670214484,0.52547723548744,False,20260662
